document_id,original_sentence_id,original_text,simplified_text,orig_tokens,simp_tokens,ratio
FEINA,204,Tomo el más barato.,"Es decir, tomamos el más barato.",5,8,1.6
FEINA,205,"La gente sin trabajo disminuye y así mismo los atracos, los robos y en general, la inseguridad social.",El desempleo y la inseguridad social disminuyen.,21,8,0.38095238095238093
FEINA,206,"Se trata de una magnitud estática (fondo), al estar siempre referida a un momento en el tiempo.","Este se refiere a una capacidad fija, llamada fondo, que está siempre relacionada con un tiempo específico.",21,20,0.9523809523809523
FEINA,207,"La nación y sus diferentes regiones tienen, entre otros objetivos, el de cobrar impuestos con la finalidad de obtener los recursos necesarios para cubrir sus necesidades en materia de gastos de funcionamiento e inversión social.",La nación y sus diferentes regiones tienen entre sus objetivos el de cobrar impuestos con la finalidad de obtener los recursos necesarios para cubrir sus necesidades en materia de gastos de funcionamiento e inversión social.,38,36,0.9473684210526315
FEINA,208,"Comprenden los minerales que se hallan en el subsuelo nacional; las aguas de los océanos y de los ríos; los mantos de vegetación natural de los bosques y sabanas y la fauna nativa, quizás muchos más.",Comprenden los minerales del subsuelo. Las aguas de los océanos y los ríos. Los mantos de vegetación natural de bosques y sabanas. También la fauna nativa.,40,30,0.75
FEINA,209,"Las calificadoras de riesgo son agencias que emiten una opinión sobre la posibilidad de que el deudor pague totalmente, y a tiempo, el capital y los intereses a los inversionistas.",Las calificadoras de riesgo son agencias. Estas agencias opinan sobre la posibilidad de que el deudor pague puntualmente la totalidad del capital y los intereses a los inversionistas.,33,30,0.9090909090909091
FEINA,210,"Identificó que si ella quería ahorrar $100 al mes, tendría que recortar sus gastos, ganar más dinero o ambas cosas.","Ella identificó la necesidad de recortar sus gastos, ganar más dinero o ambos su quería ahorrar cien dólares al mes.",24,22,0.9166666666666666
FEINA,211,"Para que el dinero sea un medio de intercambio común y generalmente aceptado por una sociedad, debe satisfacer los siguientes tres criterios: debe ser intercambiable, debe ser una unidad contable y debe ser un conservador de valor.","Para que el dinero sea un medio de intercambio común debe satisfacer los siguientes tres criterios: ser intercambiable, ser una unidad contable y ser un conservador de valor.",41,31,0.7560975609756098
FEINA,212,"Algunos obreros experimentados vivían, por supuesto, en una condición mejor que ésta y había muchas satisfacciones o diversiones de las cuales era posible disfrutar con poco o ningún dinero.",Los obreros experimentados vivían en una condición mejor y había muchas satisfacciones o diversiones para disfrutar sin mucho dinero.,32,20,0.625
FEINA,213,"No obstante, debes solicitar una copia del informe a la agencia que lo elaboró dentro de un plazo específico, generalmente, 60 días después de que te denegaron el crédito.","Sin embargo, debes pedir a la agencia una copia del informo en un plazo específico.",33,17,0.5151515151515151
FEINA,214,"Cuando las tarjetas de débito fueron introducidas no eran aceptadas como medio de pago en muchos puntos de venta; pero en la actualidad, ya son ampliamente aceptadas.","Cuando las tarjetas de débito fueron introducidas, no eran aceptadas como medio de pago en muchos puntos de venta. Actualmente son ampliamente aceptadas.",30,26,0.8666666666666667
FEINA,215,«El sistema de administración financiera del Estado comprende el conjunto de procesos administrativos que permiten la obtención de recursos y su aplicación a la concreción de los logros de los objetivos del Estado []»,El sistema de administración financiera del Estado incluye los procesos administrativos para obtener recursos y aplicarlos al cumplimiento de los objetivos del Estado.,37,24,0.6486486486486487
FEINA,216,Mantén una calificación crediticia de 700 o más para demostrar que puedes administrar tu crédito correctamente.,Mantén una calificación crediticia de setecientos o más para demostrar una correcta administración del crédito.,17,16,0.9411764705882353
FEINA,217,"Por lo demás, una vez elaborado el Presupuesto no es que se abandone como un simple ejercicio más, sino que hay necesidad de aplicarlo, de llevarlo a la práctica, de evaluarlo, ajustarlo e ir tomando las decisiones que requiera en el seguimiento que le hagamos.","Por lo demás, el Presupuesto no se desatiende después de elaborarlo, sino que se aplica, evalúa, ajusta y se toman las decisiones requeridas durante el seguimiento.",51,31,0.6078431372549019
FEINA,218,"Sector terciario de producción: Está caracterizado por los servicios y el mercadeo de los productos que se obtienen en el sector primario y secundario. También se integran a este sector los servicios profesionales de los médicos, los maestros, los abogados, etc.","Sector terciario de producción, está caracterizado por los servicios y el mercadeo de los productos que se obtienen en el sector primario y secundario. También se integran a este sector los servicios profesionales de los médicos, los maestros, los abogados, etcétera.",47,47,1.0
FEINA,219,"Puede que le tome dos, tres, y quizás hasta cuatro años, pero si usted mantiene firme su propósito, con toda seguridad lo conseguirá antes de cinco.","Puede que le tome dos, tres y hasta cuatro años. Pero si usted mantiene firme su propósito con toda seguridad lo conseguirá antes de cinco.",31,28,0.9032258064516129
FEINA,220,También una máquina de coser y otros elementos como son el pegante para pegar las suelas y el caucho para los tacones.,"También una máquina de coser, pegante para suelas y caucho para los tacones.",23,15,0.6521739130434783
FEINA,221,"Esta forma de vida es la esencia de las economías industriales modernas, su foco es U.S.A, y su dinamismo es el crecimiento económico, estimulado por los profetas persuasivos de la industria publicitaria.","Esta forma de vida es esencial en las economías industriales modernas, su punto central es Estados Unidos y su dinamismo es el crecimiento económico, estimulado por los profesionales de la industria publicitaria.",36,35,0.9722222222222222
FEINA,222,Puedes elegir un certificado de depósito con un vencimiento a tres años.,Puedes elegir un certificado de depósito con tres años de vencimiento.,13,12,0.9230769230769231
FEINA,223,"Realistas: Estimo manejar unas 3.5 horas para llegar a Puerto Limón, saliendo desde San José, y no: Quiero llegar en dos horas y media a Limón, saliendo desde San José.""","Realistas. Por ejemplo, tenemos una meta realista cuando estimamos manejar tres horas y media desde San José hasta Puerto Limón, mientras que no la tenemos cuando queremos llegar en dos horas y media desde San José a Limón.",37,42,1.135135135135135
FEINA,224,"Los bienes sustitutos, dice la fuente, son aquellos productos cuya oferta o demanda depende del comportamiento de los precios de otros productos.",Los bienes sustitutos son aquellos que en su oferta o demanda dependen del comportamiento de los precios de otros productos.,25,21,0.84
FEINA,225,"Así, la Organización Internacional del Trabajo (OIT), agencia de la ONU, la declara como parte de los derechos humanos y señala: La previsión social constituye un sistema de reglas e instituciones para hacer efectiva la protección a la que alude la seguridad social que, a su vez, está encaminada a cubrir aspectos esenciales de la vida de las personas.","Así, la Organización Internacional del Trabajo, agencia de la Organización de las Naciones Unidas, la declara parte de los derechos humanos. Esta señala que: La previsión social constituye un sistema de reglas e instituciones. Pretende hacer efectiva la protección que busca la seguridad social y está encaminada a cubrir las necesidades de las personas.",68,61,0.8970588235294118
FEINA,226,"Si no encuentras un pago o si detectas algún error, consulta a un representante del banco o de la cooperativa de crédito (""credit union"") para que te ayude a conciliar tu cuenta de cheques.","Consulta con un representante del banco o de la cooperativa de crédito si no encuentras un pago o detectas algún error. Así, te ayudarán a arreglar tu cuenta de cheques.",40,33,0.825
FEINA,227,"Por su parte, los trabajadores de la administración pública, que cumplen labores en empresas e instituciones del Estado (ministerios, intendencias, gobernaciones y en servicios públicos centralizados y descentralizados), se rigen por disposiciones del estatuto administrativo (DFL N.°29 de 2004).","Por su parte, los trabajadores de las empresas e instituciones del Estado se rigen por disposiciones del estatuto administrativo. (Decreto de Fuerza de Ley número veintinueve de dos mil cuatro).",49,35,0.7142857142857143
FEINA,228,"Ingreso lineal: Es aquel que se recibe como producto de un trabajo que se realiza y que desaparece si se deja de realizar dicho trabajo. Las personas que tienen un empleo y las personas que trabajan de forma independiente como algunos profesionales en las áreas de medicina, contabilidad, abogacía, odontología, consultorías y otras, perciben ingresos lineales.",El ingreso lineal es el recibido como producto de un trabajo realizado. Este desaparece si se deja de realizar dicho trabajo. Los empleados y trabajadores independientes reciben ingresos lineales.,64,32,0.5
FEINA,229,"De esta manera, la predicción obtenida corresponde a 382 mil dólares; superior a la obtenida por el método del promedio.","De esta manera la predicción obtenida corresponde a trecientos ochenta y dos mil dólares, superior a la obtenida por el método del promedio.",23,25,1.0869565217391304
FEINA,230,"Este programa también puede llegar a la PC hogareña a través de Internet, adjunto a un mensaje de correo electrónico, o escondido dentro de ciertos utilitarios (por ejemplo, un software de DVD) que se ofrecen gratuitamente en la Web.","Este programa puede llegar a la computadora hogareña a través de Internet, adjunto a un correo electrónico. También escondido dentro de utilitarios (por ejemplo, un software disco digital versátil) que se ofrecen gratuitamente en la Web.",45,42,0.9333333333333333
FEINA,231,Usted puede ir ahorrando para su cuenta de emergencias de poco en poco.,Usted puede ahorrar poco a poco para su cuenta de emergencias.,14,12,0.8571428571428571
FEINA,232,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.",151,70,0.46357615894039733
FEINA,233,"Sin embargo, se puede decir que como estas mercancías se auspician con el dinero que se paga en impuestos, que ha sido pagado por quienes las usan, por lo que se podrían clasificar como bienes económicos.","Sin embargo, como estas mercancías se financian con impuestos, se podrían clasificar como bienes económicos.",40,18,0.45
FEINA,234,"Si invirtieras toda tu riqueza en las acciones de una sola empresa y el valor de esas acciones de repente se desplomara al 50 por ciento, perderías la mitad de tus ahorros.",Si invirtieras tu dinero en las acciones de una sola empresa y su valor baja al cincuenta por ciento de repente. Perderías la mitad de tus ahorros.,34,29,0.8529411764705882
FEINA,235,"A estos servicios prestados por entidades o personas se les conoce como sector terciario de la producción y son absolutamente necesarios para mejorar el nivel de vida de la población, pues sin ellos se carecería de cosas o asuntos que son esenciales para la vida.",Estos servicios son conocidos como el sector terciario de la producción. Son absolutamente necesarios para mejorar el nivel de vida de la población.,47,25,0.5319148936170213
FEINA,236,"Los impuestos deben ser flexibles; es decir, se deben acomodar a las circunstancias económicas de un lugar.","Los impuestos deben ser flexibles. Es decir, se deben acomodar a las circunstancias económicas de un lugar.",20,20,1.0
FEINA,237,La siguiente pregunta es: ¿qué tienen que ver los problemas de estos ancianos con la educación de su hijo?,La siguiente pregunta es: ¿en qué se relacionan los problemas de estos ancianos con la educación de su hijo?,21,21,1.0
FEINA,238,"La necesidad cada vez más creciente de especies monetarias le fue mermando respaldo metálico al papel moneda, hasta hacerlo desaparecer y quedar solo los billetes como símbolo de papel moneda, los cuales son aceptados por ser establecidos por el Estado, y por ser aceptados en general, lo cual dio paso al dinero bancario el cheque.","Cuando el respaldo metálico al papel moneda desapareció, solo quedaron los billetes, los cuales son aceptados porque los establece el Estado. Luego, esa aceptación dio paso a los cheques.",60,34,0.5666666666666667
FEINA,239,"El interés siempre es referido a un período (anual, mensual, diario) y se puede presentar como tasa de interés, porcentaje de interés y monto del interés.","El interés siempre es referido a un período anual, mensual, o diario, y se puede presentar como tasa de interés, porcentaje de interés y monto del interés.",32,32,1.0
FEINA,240,"La realidad del mundo de hoy, y previsible para el futuro, es que pese a los adelantos científicos y tecnológicos, las personas y sus familias son más vulnerables y así mismo se encuentran amenazadas por graves males sociales y naturales y otras contingencias.","Actualmente, pese al avance científico y tecnológico, las familias son vulnerables y están amenazadas por males sociales, naturales y otras probabilidades.",47,25,0.5319148936170213
FEINA,241,"Para entender lo que pasa entre bastidores cuando tomas decisiones financieras, responde el cuestionario LifeValues que se encuentra en www.smartaboutmoney.org.",Responde el cuestionario LifeValues para entender lo que pasa detrás de tus decisiones financieras.,22,15,0.6818181818181818
FEINA,242,"Una tarjeta de débito le puede ayudar a manejar su dinero, a controlar el flujo de sus fondos y a evitar las altas tasas de interés que tienen las tarjetas de crédito.",Una tarjeta de débito le permite administrar su dinero y evitar los intereses altos de las tarjetas de crédito.,34,20,0.5882352941176471
FEINA,243,"Lo que se acostumbra en este caso, es prevenir la situación con un seguro que ya es un fenómeno financiero muy generalizado y para atender el cual se han fundado grandes empresas, unas dependientes completamente del Estado, como es el caso de Costa Rica, y otras empresas privadas independientes, como ocurre en la mayoría de países del mundo.","En este caso, se acostumbra prevenir la situación con un seguro, que es un fenómeno financiero generalizado. Para esto, se han fundado empresas estatales en Costa Rica y empresas privadas independientes en la mayoría del mundo.",64,41,0.640625
FEINA,244,"Como se puede advertir, los intermediarios financieros pueden agruparse en dos: Los bancarios, que tienen la función de mediación y pueden generar recursos financieros aceptados como medios de pago.",Los intermediarios financieros se dividen en dos: Los bancarios. Estos tienen la función de mediación y generan recursos aceptados como pago.,33,24,0.7272727272727273
FEINA,245,"Por cada dólar invertido por los accionistas, la empresa maneja 2.34 dólares de activos.",La empresa administra dos dólares con treinta y cuatro centavos de activos por dólar invertido por los accionistas.,16,19,1.1875
FEINA,246,"¡Cuánto más sencillo sería aceptar dinero de quien tuviere un aparato de televisión que necesitara reparación, y luego comprar sus comestibles y otros artículos con ese dinero!","Sería más fácil reparar un televisor, aceptar el dinero y luego comprar lo que se necesita.",29,18,0.6206896551724138
FEINA,247,"Por ello los países pobres, donde la mayor parte del ingreso se debe gastar en satisfacer las necesidades del momento en muchos casos acuciantes sin que sea posible el ahorro, la escasez de éste constituye una traba para la crucial inversión interna tanto en capital físico como en capital humano.",Por ello en los países pobres la mayor parte del ingreso se debe gastar en satisfacer las necesidades del momento sin que sea posible el ahorro.  La escasez de este constituye una traba para la inversión interna en capital físico y en capital humano.,53,46,0.8679245283018868
FEINA,248,Seis años si la declaración de impuestos no se presentó o fuese maliciosamente falsa (dolosa).,Seis años si la declaración de impuestos no se presentó o era falsa.,18,14,0.7777777777777778
FEINA,249,"Los ingresos seguirán creciendo, pero con menor aceleración, hasta alcanzar el tope en algún momento de la etapa.","Los ingresos seguirán creciendo, pero con menor aceleración, hasta llegar al límite en algún momento de la etapa.",21,21,1.0
FEINA,250,"Por considerarse de interés para los diversos países, se transcribe a continuación parte del artículo de Patricia Leitón, publicado en el Suplemento Económico de la Nación (Costa Rica), del 1º de febrero de 2007, donde presenta los siguientes seis consejos para invertir: Tener claro el objetivo.","A continuación, se transcribe parte del artículo de Patricia Leitón por considerarse de interés para diversos países. Este artículo fue publicado el primero de febrero de dos mil siete en el Suplemento Económico del periódico costarricense la Nación. En este, se presentan los siguientes seis consejos para invertir. En primer lugar, se debe tener claro el objetivo.",54,64,1.1851851851851851
FEINA,251,"Cuando este último caso sucede, el proyecto o la inversión no es económicamente rentable y no debe ejecutarse.","Cuando esto sucede, el proyecto no es rentable económicamente. Y no debe realizarse.",20,16,0.8
FEINA,252,"En este sentido, el análisis vertical permite responder la interrogante anterior, señalando el uso que se dio a los ingresos de la compañía en el período de análisis.",El análisis vertical permite responder a esa pregunta. Porque señala el uso dado a los ingresos de la empresa en el período de análisis.,31,26,0.8387096774193549
FEINA,253,El plan de acción de libertad financiera es diferente para cada persona ya que se implementa a partir de la situación actual de cada cual y de acuerdo al objetivo que cada quien tiene en cuanto al monto requerido de ingresos residuales en un momento de tiempo que cada individuo define.,El plan de acción de libertad financiera es diferente para cada persona. Este se implementa según el contexto de cada quien y el objetivo que plantee de acuerdo al monto requerido de ingresos residuales en un momento definido.,52,40,0.7692307692307693
FEINA,254,"Es darnos cuenta que tener o no tener dinero es algo temporal, mientras que al tener los talentos, valores y actitudes apropiadas, podemos generar riquezas para nosotros mismos y para los demás, en cualquier momento de la vida.","Es darnos cuenta de que tener o no dinero es temporal, mientras que con los talentos, valores y actitudes apropiadas, podemos generar riquezas en cualquier momento de la vida.",43,33,0.7674418604651163
FEINA,255,"O que necesiten pasta dental o jabón, y en lugar de comprar la unidad, terminen comprando paquetes de 3 o 4 unidades.","O necesitan pasta dental o jabón. En lugar de comprar uno, compran paquetes de tres o más.",25,20,0.8
FEINA,256,"Asimismo, se entiende por valores los títulos valores y cualquier otro derecho de contenido económico o patrimonial que puedan ser objeto de negociación en un mercado financiero o bursátil.","Asimismo, los valores son títulos valores y otros derechos económicos o patrimoniales que se puedan negociar en un mercado financiero.",31,22,0.7096774193548387
FEINA,257,"Así quedará mejor situado el taller, pues a los dueños de los vehículos no les dará pereza llegar a él.",Así el taller quedará mejor situado.,22,7,0.3181818181818182
FEINA,258,La mala noticia es que el proceso para corregir los errores requiere paciencia y perseverancia.,Pero ese proceso requiere paciencia y perseverancia.,16,8,0.5
FEINA,259,Existen algunos conceptos que se irán clarificando a medida que se vaya ganando experiencia en el mundo de las inversiones.,Hay conceptos que se aclararán conforme se adquiera experiencia en las inversiones.,21,13,0.6190476190476191
FEINA,260,"¿Cómo se fijan los precios, el costo y la utilidad?","¿Cómo se establecen los precios, el costo y la ganancia?",12,12,1.0
FEINA,261,"Al igual que en el resto de las disciplinas, en la Economía se distinguen tres tipos fundamentales de leyes: Leyes causales: las determinan las relaciones en las que, a continuación de un hecho, acción o acto determinado, sobreviene constantemente otro hecho determinado, en un lapso determinado.","En la Economía hay tres tipos principales de leyes como las causales. Las leyes causales son determinadas por las relaciones en las que, a raíz de una acción, ocurre otro hecho específico en un tiempo determinado.",54,40,0.7407407407407407
FEINA,262,"Una transacción pertenece al mercado primario cuando el vendedor es el mismo emisor, es decir, corresponde a la primera vez que se vende el título.","Una transacción pertenece al mercado primario cuando el vendedor es el mismo emisor. Es decir, corresponde a la primera vez que se vende el título.",28,28,1.0
FEINA,263,"El mismo Código del Trabajo entrega, además, otras precisiones acerca de diversos aspectos que los trabajadores deben de tener en cuenta, por ejemplo, para las personas menores de 18 años o mayores de 65 los horarios y sueldos pueden ser más bajos que los mínimos generales.","El mismo Código del Trabajo entrega otras precisiones acerca de diversos aspectos que los trabajadores deben de tener en cuenta. Por ejemplo, para menores de dieciocho años o mayores de sesenta y cinco, los horarios y sueldos pueden ser más bajos que los mínimos generales.",51,49,0.9607843137254902
FEINA,264,"Si repentinamente, las tasas de interés suben al 10% y se tuviera que vender dicho título, un potencial comprador tendría dos alternativas: ir a comprar un nuevo bono con intereses al 10%, y recibir al final $1,100, ó comprárselo al primer inversionista a $950, de manera que cuando venza y reciba los $1,050, se gane los $100 que implica invertir a la nueva tasa de interés.","Si repentinamente las tasas de interés suben al diez por ciento y se tuviera que vender dicho título, un potencial comprador tendría dos alternativas: ir a comprar un nuevo bono con intereses al diez por ciento y recibir al final mi cien dólares, o comprárselo al primer inversionista a novecientos cincuenta dólares.  De manera que cuando venza y reciba los mil cincuenta dólares se gane los cien dólares que implica invertir a la nueva tasa de interés.",80,82,1.025
FEINA,265,El Firewall es un software que se complementa con los antivirus para ofrecer la máxima seguridad en sus comunicaciones vía Internet.,El Firewall es un software que se complementa con los antivirus. Este ofrece la máxima seguridad en sus comunicaciones vía Internet.,22,23,1.0454545454545454
FEINA,266,"Como este caso hay muchos otros seguros que a la hora de la verdad se convierten en un verdadero ahorro, y lo más importante, que no le permitirán a usted en caso de cualquier calamidad, enfrentar situaciones penosas que lo afecten a usted y a sus familias.","Asimismo, hay muchos otros seguros que se convierten en un ahorro. Además, no les permitirán enfrentar situaciones penosas a usted y a su familia en caso de calamidad.",51,32,0.6274509803921569
FEINA,267,"Lo contrario al crédito son las operaciones de pago al contado con dinero efectivo, documentos o canje de bienes o servicios.","El pago de contado con efectivo, documentos o canje de productos o servicios son transacciones contrarias al crédito.",23,20,0.8695652173913043
FEINA,268,La gente dudaría de almacenar sus riquezas en la forma de dinero si supieran que el valor adquisitivo del dinero fuera a decaer sustancialmente durante el período durante el cual el dinero fuese a ser guardado.,La gente no guardaría sus riquezas en forma de dinero si supiera que su valor fuera a decaer durante ese período en el que está guardado.,37,27,0.7297297297297297
FEINA,269,"En la actualidad, existen varios métodos para realizar pagos electrónicos, y el Internet ha tomado un papel preponderante como canal que facilita el comercio electrónico.","Actualmente, existen varios métodos para realizar pagos electrónicos. El internet facilita el comercio electrónico.",28,17,0.6071428571428571
FEINA,270,"En segundo lugar, las familias son los propietarios de los factores de la producción (mano de obra, recursos financieros, recursos naturales, capacidad empresarial), por lo que para que el proceso se realice, deben prestar éstos a las empresas que los necesiten para poder llevar a cabo el proceso de producción, y a cambio, las familias y hogares reciben un pago o remuneración por la utilización de los factores de la producción (salario, intereses, rentas, beneficios).","En segundo lugar, las familias son los propietarios de los factores de producción como mano de obra, recursos financieros, recursos naturales y capacidad empresarial. Entonces, deben dar estos factores a las empresas para realizar el proceso de producción. Por el uso de estos factores, las familias reciben un pago.",91,57,0.6263736263736264
FEINA,271,"Aplicarla no es fácil, porque usted tiene que demorar la gratificación de hoy para arreglar el desastre que hizo ayer.","Aplicarla no es fácil, porque tiene que ocupar la remuneración actual para arreglar el desastre pasado.",22,18,0.8181818181818182
FEINA,272,"Si la casa está hipotecada, el Banco la asegura, pero no siempre por el valor total del inmueble sino de la deuda.","El banco asegura la casa si está hipotecada, pero no por el valor total del inmueble sino de la deuda.",25,22,0.88
FEINA,273,Lorenzo: Ni te cuento el cuentonón que salió.,Lorenzo: Ni te cuento el cuentón que salió.,10,10,1.0
FEINA,274,"La fórmula para calcular el interés compuesto, en estos intervalos de tiempo, es la siguiente:","La fórmula para calcular el interés compuesto, en estos intervalos de tiempo, es la siguiente:",18,18,1.0
FEINA,275,"Todos los cálculos pueden ayudar a tomar decisiones a la hora de elegir un portafolio de inversiones, aunque se debe tener presente que nada permite predecir qué sucederá en el mercado, tomar las precauciones necesarias es la única medida que se puede tomar frente a la incertidumbre.","Todos los cálculos pueden ayudar a tomar decisiones a la hora de elegir un portafolio de inversiones, aunque se debe tener presente que nada permite predecir qué sucederá en el mercado. Tomar las precauciones necesarias es la única medida que se puede tomar frente a la incertidumbre.",50,50,1.0
FEINA,276,"¿Cuál es la relación entre la empresa, los consumidores y el Estado?","¿Cómo se relacionan la empresa, los consumidores y el Estado?",14,12,0.8571428571428571
FEINA,277,El primer principio señala: siempre que sea posible se deben incrementar las entradas de efectivo.,El primer principio menciona: debemos aumentar las entradas de efectivo posibles.,17,13,0.7647058823529411
FEINA,278,"También, tener conocimiento sobre los aspectos prácticos en esta materia como la importancia de mantener un historial de crédito.","También es útil conocer sobre los aspectos prácticos en esta materia, como la importancia de mantener un historial de crédito.",21,22,1.0476190476190477
FEINA,279,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,28,28,1.0
FEINA,280,"La respuesta es que en principio las mismas características de cualquier otro medio de pago, algunas de las cuales ya se mencionaron en capítulos anteriores; a continuación se mencionan nuevamente complementadas con otras:",Debe tener las mismas características de cualquier otro medio de pago. Se mencionan a continuación:,36,17,0.4722222222222222
FEINA,281,"Llama al 2-1-1 o busca en los programas de la Oficina de Protección Financiera del Consumidor (www.consumerfinance.gov, en inglés) para obtener asesoría financiera a través de cooperativas de crédito (""credit union"") y otras organizaciones sin fines de lucro de tu comunidad.","Busca asesoría financiera en los programas de la Oficina de Protección financiera del Consumidor o llama al dos, uno, uno.",49,23,0.46938775510204084
FEINA,282,"Evalúa dar al menos algunos de los siguientes pasos: Antes de omitir un pago, llama a tus acreedores para analizar las opciones.","Evalúa los siguientes pasos. Antes de ignorar un pago, consulta las opciones con tus fiadores.",25,18,0.72
FEINA,283,La lista de cuentas aludida es invaluable para la familia si usted llega a estar incapacitado o muere repentinamente.,La lista de cuentas mencionada es muy importante para la familia cuando usted se incapacita o muere repentinamente.,20,19,0.95
FEINA,284,"Todo esto ha dado como resultado que en la fábrica ahora todo el mundo trabaja contento, y se produce mucho más.","Todo esto tiene como resultado que en la fábrica todos trabajan contentos, y se produce mucho más.",23,19,0.8260869565217391
FEINA,285,"Pasivos deuda adquirida en el pasado que, para pagarla en el presente o futuro, se requiere de activos.",Los pasivos son una deuda adquirida anteriormente y se requiere de activos para pagarla actual o futuramente.,21,18,0.8571428571428571
FEINA,286,"Esta información es la base para lo desarrollado en el capítulo 6, en el cual se presenta la estructura requerida para un análisis de inversión a largo plazo.","Esta información es la base para lo desarrollado en el capítulo seis, en el que se presenta la estructura requerida para un análisis de inversión a largo plazo.",30,30,1.0
FEINA,287,"Pago de gastos cuantiosos en el futuro, como el pago inicial de una casa o su jubilación.","El pago de gastos grandes en el futuro, como el pago inicial de una casa o su jubilación.",19,20,1.0526315789473684
FEINA,288,¿Sabías que muchas personas que tienen salarios superiores a $100 000 creen que están arruinadas gran parte del tiempo?,¿Sabías que muchas personas con salarios superiores a cien mil dólares creen que están arruinadas?,21,16,0.7619047619047619
FEINA,289,El activo financiero que se canaliza (el dinero en forma de depósito y el crédito).,El dinero intercambiado.,18,4,0.2222222222222222
FEINA,290,"En este capítulo se describe, por consiguiente, cuáles son los principales medios de pago de la actualidad y sus principales características y ventajas, además se hace mención de los distintos servicios que se han desarrollado a raíz del perfeccionamiento y creciente uso, a nivel mundial, de la Internet.","En este capítulo se describen los principales medios de pago de la actualidad y sus principales características y ventajas. Además, se habla de los distintos servicios que se han desarrollado a raíz del perfeccionamiento y creciente uso de la Internet.",54,43,0.7962962962962963
FEINA,291,"Todos, desde cualquier lugar en que nos encontremos, podemos apreciar la manifestación del esfuerzo físico e intelectual ejecutado por el ser humano; basta con mirar a nuestro alrededor para darnos cuenta de ello: la casa que habitamos; la ropa que vestimos; los alimentos que ingerimos; el libro en que estudiamos; el automóvil en que nos transportamos; el edificio de la empresa en que laboramos; materiales y herramientas que utilizamos, etc. son solamente pequeños ejemplos, dice Barajas 43, de lo realizado por medio del trabajo.","Todos pueden apreciar la manifestación del esfuerzo físico e intelectual ejecutado por el ser humano, pues se nota alrededor. Por ejemplo, en la casa habitada; la ropa, los alimentos, el edificio trabajamos; materiales y herramientas usadas.",98,44,0.4489795918367347
FEINA,292,"Otra investigación demuestra que las familias que tienen ahorros de emergencia inferiores a $500 tienen una tendencia mayor a sufrir preocupaciones, insomnio y otros efectos perjudiciales en comparación con las familias que cuentan con ahorros mayores.","Otra investigación demuestra que las familias con ahorros de emergencia menores a quinientos dólares tienden a sufrir preocupaciones, insomnio y otros problemas. Esto comparadas con familias de ahorros mayores.",39,32,0.8205128205128205
FEINA,293,"Puedes elegir entre efectivo, certificados de depósito, fondos del mercado monetario, fondos del mercado de dinero, rentas anuales, fondos comunes de inversión, acciones o bonos.","Puede elegir entre efectivo, certificados de depósito, fondos del mercado monetario, fondos del mercado de dinero, rentas anuales, fondos comunes de inversión, acciones o bonos.",32,32,1.0
FEINA,294,Que sirva para pagar cualquier cosa.,Sirve para pagar cualquier cosa.,7,6,0.8571428571428571
FEINA,295,Es posible que tengas sentimientos confusos respecto al dinero.,Puedes tener sentimientos confusos respecto al dinero.,10,8,0.8
FEINA,296,Pero ten en cuenta otras cosas que podrías haber comprado con esos $200.,Pero ten en cuenta otros artículos que podrías comprar con esos doscientos dólares.,15,14,0.9333333333333333
FEINA,297,"Se ha definido evaluar niveles de ingreso desde $1,600,000 hasta $1,000,000.",Definimos evaluar niveles de ingreso desde millón seiscientos dólares hasta un millón de dólares.,14,15,1.0714285714285714
FEINA,298,"Para finalizar, digamos entonces, que el impuesto es un tributo caracterizado por crear obligaciones pecuniarias a favor de un acreedor que es el Estado o un territorio de la división política o territorial del mismo y que es regido por el denominado Derecho Público.","Para finalizar, el impuesto es un tributo caracterizado por crear obligaciones pecuniarias a favor de un acreedor que es el Estado o un territorio de la división política o territorial del mismo y que es regido por el denominado Derecho Público.",47,43,0.9148936170212766
FEINA,299,¿Qué haría usted si el tiempo y el dinero no fueran problema?,¿Usted qué haría si el tiempo y el dinero no fueran problema?,13,13,1.0
